COD_BENEF_BI,FECHAINI,HORAINI,DURACION,CSE_RSH,EDAD_GRUPO,SEXO,DIRECCION_ZONAL,P00,P0,P1,P2,P3,P4,P5,P6,P7,P8_1,P8_2,P8_3,P8_4,P8_5,P8_6,P8_7,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,FE
87311404,13-12-2021,11:47:37,250,>80-NA,18-34,MUJER,NC,Sí,Sí,Fonasa,Prefiere sistema público,Me cambiaría a Isapre,Sí,No,,No,Poco urgente,Poco urgente,Nada urgente,Nada urgente,Nada urgente,Urgente,Poco urgente,Igual que presencial,Sí,Automedicación,"No, ninguno",No se atiende en consultorio,Sí,2000,No,No,,Trabaja remuneradamente,No,,No,,Ñuñoa,Sí,Sí,6572.0527
67940497,13-12-2021,18:57:13,213,0-40,18-34,MUJER,CN,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,No,No,No necesito,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Viña del Mar,Sí,Sí,6705.5601
72223923,16-12-2021,13:56:25,359,0-40,18-34,MUJER,S,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me cambiaría a Isapre,Sí,No,,No,Muy urgente,Muy urgente,Muy urgente,Poco urgente,Muy urgente,Muy urgente,Muy urgente,Sólo en restricciones,Sí,Consultorio,"Sí, todos",,Sí,15000,Sí,Sí,Sí,Buscando trabajo,No,,Sí,7000,Osorno,Sí,Sí,6756.6665
86403713,09-12-2021,11:56:15,370,>80-NA,18-34,HOMBRE,NC,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me cambiaría a Isapre,Sí,No,,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Muy urgente,No lo necesito,Sólo en restricciones,No,,,,,,Sí,No,,Trabaja remuneradamente,No,,No,,Quinta Normal,Sí,Sí,6642.5
83047273,10-12-2021,15:23:18,333,>80-NA,18-34,HOMBRE,NC,Sí,Sí,Fonasa,Prefiere sistema público,Me quedaría en Fonasa,No,No,No necesito,Sí,Nada urgente,Nada urgente,No lo necesito,No lo necesito,Nada urgente,Nada urgente,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Santiago,Sí,Sí,6642.5
78856904,08-12-2021,12:26:33,614,>80-NA,18-34,MUJER,NC,Sí,Sí,Isapre,,,Sí,No,,No,Nada urgente,Urgente,No lo necesito,No lo necesito,Poco urgente,Muy urgente,No lo necesito,Sólo en restricciones,Sí,Centro privado,"No, ninguno",No se atiende en consultorio,Sí,50000,No,No,,Trabaja remuneradamente,No,,No,,Lampa,Sí,Sí,6572.0527
75366204,09-12-2021,13:59:26,372,>80-NA,18-34,MUJER,NC,Sí,Sí,Fonasa,Por edad no conviene Isapre,Me quedaría en Fonasa,Sí,No,,No,Nada urgente,Nada urgente,Nada urgente,Urgente,Urgente,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,No,,Trabaja remuneradamente,No,,Sí,12000,Linares,Sí,Sí,6572.0527
86019921,18-12-2021,10:28:54,236,0-40,18-34,HOMBRE,CN,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,Urgente,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,La Serena,Sí,Sí,6563.8945
76822518,15-12-2021,14:35:08,412,41-80,18-34,HOMBRE,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,,Sí,No,,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Urgente,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Melipilla,Sí,Sí,6729.5
86699203,03-12-2021,18:46:04,314,41-80,18-34,MUJER,N,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,No,,Trabaja remuneradamente,No,,Sí,70000,Iquique,Sí,Sí,6376.6001
87393364,14-12-2021,14:53:15,287,41-80,18-34,MUJER,NC,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,Sí,No,,No,Poco urgente,Urgente,No lo necesito,No lo necesito,No lo necesito,Nada urgente,No lo necesito,Sólo en restricciones,Sí,Centro privado,"No, ninguno",No se atiende en consultorio,Sí,20000,No,No,,Cuidado de personas,No,,No,,San Bernardo,Sí,Sí,6774.5
67964885,13-12-2021,18:25:27,440,41-80,18-34,MUJER,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,Poco urgente,Muy urgente,No lo necesito,Urgente,No lo necesito,Urgente,No lo necesito,Sólo en restricciones,Sí,Consultorio,"Sí, algunos",,Sí,50000,No,No,,Trabaja remuneradamente,No,,Sí,12000,Codegua,Sí,Sí,6774.5
74464645,07-12-2021,17:31:26,262,0-40,18-34,MUJER,NC,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,No,No,"Prefiero no, por Covid",No,Poco urgente,Poco urgente,No lo necesito,No lo necesito,Muy urgente,Urgente,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Cuidado de personas,No,,No,,San Miguel,Sí,Sí,6896.8262
85033033,09-12-2021,11:27:02,363,>80-NA,18-34,HOMBRE,CS,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,Sí,,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Igual que presencial,No,,,,,,No,Sí,No,Trabaja remuneradamente,No,,Sí,,Hualqui,Sí,Sí,6364.6665
75269992,11-12-2021,14:43:48,246,41-80,18-34,MUJER,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,No lo necesito,Muy urgente,Muy urgente,Muy urgente,No lo necesito,Muy urgente,Muy urgente,No me atendería,Sí,Hospital público,"Sí, todos",,Sí,60000,Sí,No,,Trabaja remuneradamente,No,,No,,Las Condes,Sí,Sí,6774.5
83985593,14-12-2021,17:55:49,339,0-40,18-34,HOMBRE,NC,Sí,Sí,Isapre,,,No,No,No necesito,No,Urgente,Muy urgente,Urgente,Muy urgente,Urgente,Urgente,Urgente,Igual que presencial,No,,,,,,No,Sí,No,Trabaja remuneradamente,No,,No,,Viña del Mar,Sí,Sí,6890.0391
74812957,07-12-2021,20:18:56,504,0-40,18-34,MUJER,S,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,Sí,No,,No,Muy urgente,Muy urgente,No lo necesito,Muy urgente,Muy urgente,No lo necesito,Poco urgente,Igual que presencial,Sí,Automedicación,"No, ninguno",Prefirió comprarlos por ser más rápido,No,,No,Sí,No,Cuidado de personas,No,,No,,Temuco,Sí,Sí,6756.6665
75235630,16-12-2021,17:18:50,213,0-40,18-34,HOMBRE,S,Sí,Sí,Fonasa,Prefiere sistema público,Me quedaría en Fonasa,No,No,No necesito,No,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Urgente,Urgente,No lo necesito,No me atendería,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Calama,Sí,Sí,6778.7998
87534178,17-12-2021,16:31:28,573,0-40,18-34,MUJER,CN,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,Sí,No,,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No me atendería,Sí,Consultorio,"No, ninguno",Otra razón,Sí,10000,No,No,,Otra situación,No,,No,,Quilpué,Sí,Sí,6705.5601
73522759,13-12-2021,15:34:31,238,0-40,18-34,HOMBRE,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,,No,No,No necesito,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Poco urgente,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Placilla,Sí,Sí,6890.0391
79665664,06-12-2021,15:58:15,278,>80-NA,18-34,MUJER,CS,Sí,Sí,Fonasa,Prefiere sistema público,Me quedaría en Fonasa,Sí,No,,No,Muy urgente,Muy urgente,No lo necesito,Muy urgente,Poco urgente,Poco urgente,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Cuidado de personas,No,,No,,Concepción,Sí,Sí,5816.3335
76117656,09-12-2021,15:31:00,294,41-80,18-34,MUJER,CS,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,Muy urgente,Muy urgente,Muy urgente,Muy urgente,No lo necesito,No lo necesito,No lo necesito,Igual que presencial,Sí,Hospital público,"Sí, todos",,Sí,10000,No,No,,Cuidado de personas,No,,Sí,,Talca,Sí,Sí,6317.6362
70021772,07-12-2021,11:45:29,589,0-40,18-34,MUJER,CS,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,,No,No,No necesito,No,Muy urgente,Urgente,Urgente,Muy urgente,Urgente,Urgente,Muy urgente,Igual que presencial,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Linares,Sí,Sí,6730.25
77831146,14-12-2021,17:41:56,425,0-40,18-34,HOMBRE,NC,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,No,No,No necesito,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Nada urgente,Urgente,No lo necesito,Sólo en restricciones,Sí,Automedicación,"No, ninguno",Prefirió comprarlos por ser más rápido,Sí,10000,No,Sí,No,Trabaja remuneradamente,No,,No,,Pedro Aguirre Cerda,Sí,Sí,6890.0391
999,08-12-2021,15:55:40,294,41-80,18-34,HOMBRE,NC,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,No,No,"Prefiero no, por Covid",No,Muy urgente,Muy urgente,Nada urgente,Urgente,Muy urgente,Urgente,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Santiago,No,No,6729.5
999,06-12-2021,12:09:02,483,41-80,18-34,MUJER,CS,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,Sí,Sí,,Sí,Poco urgente,Muy urgente,No lo necesito,No lo necesito,Muy urgente,Poco urgente,No lo necesito,Igual que presencial,Sí,Médico particular,"No, ninguno",No están disponibles,Sí,60000,No,No,,Trabaja remuneradamente,No,,No,,Curicó,No,No,6317.6362
75988020,15-12-2021,17:47:13,283,0-40,18-34,HOMBRE,CS,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,No,No,No necesito,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Igual que presencial,No,,,,,,No,Sí,No,Buscando trabajo,No,,No,,Cisnes,Sí,No,6900.9565
73185358,08-12-2021,14:29:19,406,0-40,18-34,MUJER,CS,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,No,No,No necesito,No,Muy urgente,Muy urgente,No lo necesito,No lo necesito,Muy urgente,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,No,,Cuidado de personas,No,,No,,San Pedro de La Paz,Sí,Sí,6730.25
999,07-12-2021,17:36:47,446,0-40,18-34,MUJER,NC,Sí,Sí,Fonasa,Por edad no conviene Isapre,,Sí,Sí,,Sí,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Poco urgente,No lo necesito,Sólo en restricciones,Sí,Centro privado,"No, ninguno",No se atiende en consultorio,Sí,15000,No,Sí,No,Trabaja remuneradamente,No,,Sí,,Puente Alto,No,No,6896.8262
76660514,18-12-2021,12:56:29,369,0-40,18-34,HOMBRE,CN,Sí,Sí,Fonasa,Prefiere sistema público,Me quedaría en Fonasa,Sí,No,,Sí,Urgente,Urgente,No lo necesito,Nada urgente,No lo necesito,No lo necesito,No lo necesito,Sólo en restricciones,Sí,Consultorio,"Sí, todos",,No,,No,Sí,No,Trabaja remuneradamente,No,,No,,Alto Hospicio,Sí,Sí,6563.8945
81402115,16-12-2021,18:41:49,301,>80-NA,18-34,HOMBRE,NC,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,No,No,No necesito,No,Urgente,Muy urgente,No lo necesito,No lo necesito,No lo necesito,Muy urgente,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Buscando trabajo,No,,No,,La Florida,Sí,Sí,6642.5
75501493,06-12-2021,18:27:46,261,0-40,18-34,MUJER,NC,Sí,Sí,Fonasa,Prefiere sistema público,Me quedaría en Fonasa,Sí,Sí,,No,Poco urgente,Poco urgente,Muy urgente,Muy urgente,Urgente,Nada urgente,Nada urgente,Igual que presencial,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Las Condes,Sí,Sí,6896.8262
88128651,08-12-2021,17:23:54,437,41-80,18-34,HOMBRE,S,Sí,Sí,Fonasa,Prefiere sistema público,Me quedaría en Fonasa,Sí,No,,No,Poco urgente,Poco urgente,No lo necesito,No lo necesito,Poco urgente,No lo necesito,Nada urgente,Sólo en restricciones,No,,,,,,No,Sí,Sí,Trabaja remuneradamente,No,,No,,Osorno,Sí,Sí,6072.4165
75677245,04-12-2021,12:58:52,385,>80-NA,18-34,MUJER,NC,Sí,Sí,Fonasa,Por edad no conviene Isapre,Me cambiaría a Isapre,Sí,No,,Sí,Muy urgente,Muy urgente,Poco urgente,Muy urgente,Muy urgente,Muy urgente,No lo necesito,Igual que presencial,Sí,Centro privado,"No, ninguno",No se atiende en consultorio,No,,No,No,,Trabaja remuneradamente,No,,Sí,13000,Rancagua,Sí,Sí,6572.0527
78350547,18-12-2021,11:56:00,298,0-40,18-34,HOMBRE,CN,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,Nada urgente,No lo necesito,No lo necesito,No lo necesito,Nada urgente,No lo necesito,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,La Serena,Sí,Sí,6563.8945
76866195,16-12-2021,17:06:56,273,>80-NA,18-34,MUJER,CS,Sí,Sí,Fonasa,Es más económico Fonasa,Me cambiaría a Isapre,No,Sí,,No,Nada urgente,No lo necesito,No lo necesito,Nada urgente,No lo necesito,Poco urgente,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Trabaja remuneradamente,No,,Sí,11000,Curicó,Sí,Sí,5816.3335
85977822,17-12-2021,17:41:56,851,0-40,18-34,HOMBRE,CN,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,No,No,No necesito,No,Urgente,Poco urgente,Urgente,Urgente,Urgente,Poco urgente,Urgente,Igual que presencial,No,,,,,,No,Sí,No,Trabaja remuneradamente,No,,No,,Lampa,Sí,Sí,6563.8945
74311801,06-12-2021,18:13:41,317,41-80,18-34,MUJER,CN,Sí,Sí,Fonasa,Otra razón,Me quedaría en Fonasa,Sí,No,,No,Nada urgente,Nada urgente,No lo necesito,Poco urgente,Muy urgente,Urgente,Poco urgente,Sólo en restricciones,Sí,Hospital público,"No, ninguno",Ya los tenía,No,,No,Sí,No,Trabaja remuneradamente,No,,No,,Concón,Sí,No,6774.625
75214833,06-12-2021,17:26:51,304,41-80,18-34,MUJER,CN,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,Muy urgente,Muy urgente,No lo necesito,Muy urgente,Muy urgente,Poco urgente,Nada urgente,Sólo en restricciones,Sí,Médico particular,"No, ninguno",Prefirió comprarlos por ser más rápido,Sí,15000,No,No,,Trabaja remuneradamente,No,,No,,Quilpué,Sí,Sí,6774.625
76646174,07-12-2021,15:51:33,319,>80-NA,18-34,HOMBRE,NC,Sí,Sí,Fonasa,Prefiere sistema público,Me quedaría en Fonasa,No,No,No necesito,No,Nada urgente,Nada urgente,No lo necesito,Nada urgente,Muy urgente,Urgente,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Viña del Mar,Sí,Sí,6642.5
68762634,13-12-2021,17:22:30,293,>80-NA,18-34,MUJER,NC,Sí,Sí,Fonasa,Es más económico Fonasa,Me cambiaría a Isapre,Sí,No,,Sí,Poco urgente,Muy urgente,No lo necesito,Urgente,Poco urgente,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Lo Barnechea,Sí,Sí,6572.0527
78252605,07-12-2021,15:18:25,391,>80-NA,18-34,MUJER,CN,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,Sí,,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Nada urgente,No lo necesito,No lo necesito,Igual que presencial,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Viña del Mar,Sí,Sí,6741.6001
68012612,06-12-2021,18:43:06,309,>80-NA,18-34,MUJER,CN,Sí,Sí,Fonasa,Prefiere sistema público,Me quedaría en Fonasa,Sí,No,,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Nada urgente,Nada urgente,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Los Ángeles,Sí,Sí,6741.6001
68007510,13-12-2021,15:38:51,245,0-40,18-34,MUJER,S,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,No,No,No necesito,No,Poco urgente,Nada urgente,No lo necesito,No lo necesito,Poco urgente,No lo necesito,No lo necesito,Igual que presencial,No,,,,,,No,Sí,Sí,Trabaja remuneradamente,No,,No,,La Unión,Sí,Sí,6756.6665
76184097,16-12-2021,17:54:19,875,>80-NA,18-34,MUJER,NC,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,Sí,No,,No,Urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Sólo en restricciones,Sí,Consultorio,"Sí, algunos",,Sí,5000,Sí,No,,Trabaja remuneradamente,"Sí, en centro privado",70000,Sí,13000,Padre Hurtado,Sí,Sí,6572.0527
68411262,06-12-2021,17:05:49,270,0-40,18-34,HOMBRE,S,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,No,No,No necesito,No,Urgente,Urgente,Muy urgente,Poco urgente,Urgente,Poco urgente,Urgente,No me atendería,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Quemchi,Sí,Sí,6778.7998
67207597,10-12-2021,16:01:36,286,0-40,18-34,MUJER,N,Sí,Sí,Fonasa,No tiene ingresos para Isapre,,Sí,No,,No,Poco urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,No lo necesito,Igual que presencial,Sí,Hospital público,"No, ninguno",No están disponibles,Sí,50000,Sí,No,,Trabaja remuneradamente,No,,No,,Salamanca,Sí,Sí,6744.3569
74180510,09-12-2021,11:03:42,324,41-80,18-34,MUJER,NC,Sí,Sí,Fonasa,Prefiere sistema público,Me quedaría en Fonasa,No,No,Otra razón,Sí,Poco urgente,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Poco urgente,No me atendería,Sí,Médico particular,"No, ninguno",Prefirió comprarlos por ser más rápido,Sí,40000,No,No,,Trabaja remuneradamente,No,,No,,Ancud,Sí,Sí,6774.5
72135526,11-12-2021,11:32:19,286,41-80,18-34,MUJER,NC,Sí,Sí,Fonasa,Es más económico Fonasa,Me cambiaría a Isapre,Sí,No,,No,Poco urgente,Urgente,No lo necesito,No lo necesito,Poco urgente,Urgente,No lo necesito,Sólo en restricciones,Sí,Médico particular,"No, ninguno",Prefirió comprarlos por ser más rápido,Sí,10000,Sí,No,,Trabaja remuneradamente,No,,No,,La Granja,Sí,Sí,6774.5
72264833,14-12-2021,20:02:58,341,>80-NA,18-34,HOMBRE,NC,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,No,No,No necesito,No,Urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Poco urgente,Poco urgente,No me atendería,No,,,,,,No,Sí,No,Buscando trabajo,No,,No,,Maipú,Sí,Sí,6642.5
78995913,04-12-2021,13:49:34,284,>80-NA,18-34,HOMBRE,S,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,No,No,No necesito,Sí,Urgente,Poco urgente,No lo necesito,Urgente,Muy urgente,No lo necesito,No lo necesito,Sólo en restricciones,No,,,,,,Sí,No,,Trabaja remuneradamente,No,,No,,Temuco,Sí,Sí,6201.125
73884783,07-12-2021,15:36:38,457,>80-NA,18-34,MUJER,NC,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,Sí,No,,No,Poco urgente,Urgente,Poco urgente,Muy urgente,Urgente,Muy urgente,Muy urgente,No me atendería,Sí,Centro privado,"No, ninguno",No están disponibles,Sí,30000,No,Sí,Sí,Trabaja remuneradamente,No,,No,,Santiago,Sí,Sí,6572.0527
84273621,14-12-2021,18:10:58,392,0-40,18-34,HOMBRE,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,No,No,No necesito,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Sólo en restricciones,No,,,,,,No,Sí,No,Trabaja remuneradamente,No,,No,,Renca,Sí,Sí,6890.0391
83866058,08-12-2021,13:07:30,302,>80-NA,18-34,HOMBRE,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,No,No,No necesito,No,Urgente,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Maipú,Sí,Sí,6642.5
68553858,09-12-2021,16:00:45,292,0-40,18-34,MUJER,NC,Sí,Sí,Fonasa,Por edad no conviene Isapre,Me quedaría en Fonasa,Sí,Sí,,Sí,Nada urgente,Nada urgente,No lo necesito,No lo necesito,Nada urgente,Poco urgente,No lo necesito,Igual que presencial,Sí,Consultorio,"Sí, todos",,No,,No,No,,Trabaja remuneradamente,No,,No,,Las Condes,Sí,No,6896.8262
74166587,10-12-2021,16:16:18,427,41-80,18-34,HOMBRE,NC,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,No,No,No necesito,No,Nada urgente,Nada urgente,Nada urgente,Poco urgente,Nada urgente,No lo necesito,No lo necesito,,No,,,,,,No,No,,Estudiando,No,,No,,Maipú,Sí,Sí,6729.5
72994290,07-12-2021,15:55:37,302,41-80,18-34,HOMBRE,NC,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me cambiaría a Isapre,Sí,No,,Sí,Muy urgente,Muy urgente,Poco urgente,Muy urgente,Muy urgente,No lo necesito,No lo necesito,No me atendería,Sí,Hospital público,"Sí, todos",,Sí,38000,No,No,,Trabaja remuneradamente,No,,No,,Huechuraba,Sí,Sí,6729.5
77156025,06-12-2021,17:31:57,435,41-80,18-34,MUJER,CS,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,Sí,No,,No,No lo necesito,Muy urgente,Muy urgente,Muy urgente,Muy urgente,No lo necesito,Muy urgente,Sólo en restricciones,Sí,Centro privado,"No, ninguno",No se atiende en consultorio,Sí,30000,No,No,,Trabaja remuneradamente,"Sí, en centro privado",1200000,Sí,16000,Chiguayante,Sí,Sí,6317.6362
83172112,06-12-2021,11:24:09,378,41-80,18-34,HOMBRE,CN,Sí,Sí,Fonasa,Otra razón,,Sí,No,,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Santiago,Sí,No,6439.9092
70093219,11-12-2021,15:22:21,229,0-40,18-34,MUJER,NC,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,No,No,No necesito,No,No lo necesito,No lo necesito,Urgente,No lo necesito,Poco urgente,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Quinta Normal,Sí,Sí,6896.8262
78877490,08-12-2021,13:04:11,267,0-40,18-34,MUJER,NC,Sí,Sí,Fonasa,Prefiere sistema público,Me quedaría en Fonasa,Sí,No,,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Sólo en restricciones,Sí,Consultorio,"Sí, todos",,No,,No,Sí,No,Quehaceres del hogar,No,,No,,Pudahuel,Sí,Sí,6896.8262
72070736,08-12-2021,10:43:26,425,0-40,18-34,MUJER,NC,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,Sí,No,,No,Urgente,Poco urgente,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Quehaceres del hogar,No,,No,,Puente Alto,Sí,Sí,6896.8262
74810473,07-12-2021,14:21:49,497,41-80,18-34,MUJER,NC,Sí,Sí,Fonasa,Es más económico Fonasa,Me cambiaría a Isapre,No,Sí,,Sí,Nada urgente,Muy urgente,No lo necesito,No lo necesito,Urgente,Muy urgente,No lo necesito,Igual que presencial,Sí,Centro privado,"No, ninguno",Otra razón,No,,Sí,Sí,No,Trabaja remuneradamente,No,,Sí,,Estación Central,Sí,Sí,6774.5
79958366,04-12-2021,13:07:15,276,>80-NA,18-34,MUJER,NC,Sí,Sí,Fonasa,Es más económico Fonasa,Me cambiaría a Isapre,Sí,Sí,,No,Poco urgente,Muy urgente,Nada urgente,Muy urgente,Muy urgente,No lo necesito,Nada urgente,Igual que presencial,No,,,,,,No,No,,Estudiando,No,,No,,Santiago,Sí,No,6572.0527
